,review_text,review_date,review_title,review_stars,review_flavor
50,"Quick summary, read for more detail: I would repurchase this product. For the price, you cannot beat the level of Zinc and SPF it has. Good ingredients and is hydrating. However, YES there is a white case that requires you to really take your time and blend it. Even after blending, there will likely be white patches or some white areas. With time, the whiteness does go down.For starters, I am a 4 on the Fitzpatrick scale. If you are like me, and all other people of color, you know that finding a mineral sunscreen that is affordable and does not leave us looking like ghosts - is difficult. I have searched so many mineral sunscreens and was excited to try this one. I am on Retin-A so I need a sunscreen.Everyone saying there is no white cast is not applying enough - seriously. But it's not all the way horrible. For the amount of Zinc, I think that it's manageable. It takes me around 3 minutes to work it in to my skin and blend it. After about 15 minutes it actually is pretty clear and fairly unnoticeable. But be prepared to blend, blend and blend. I look blue when I put it on at first, but I start to blend it all over and then gradually it kinda subsides - emphasis on kinda. People do notice that I look whiter (on the face) with it on. But I think overtime it kinda goes down.However, if you are peeling, the sunscreen latches itself onto dry patches leaving white blotches everywhere. So if you are peeling from any treatment or medication, good luck. I would also like to see EWG rating of this product and the UVA protection value which they currently do not show.Pros:- Generally, this sunscreen feels amazing on the skin. It leaves a nice glow and I like how hydrating it is.- No scent which is amazing.- After blending for a while and letting it sit, it does become fairly clear.- Good price for oz.Cons:- Emphasizes peeling skin by not blending in.- Requires a lot of time blending if you are a POC.- Subtle white cast","Reviewed in the United States on January 17, 2021","4.0 out of 5 stars
Men's POV - Yes, there is a white cast on tan skin.",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
51,"I have pretty oily skin already, so spreading this stuff on my face feels kind of gross. It also does separate a bit. It doesn't leave a white cast on me when I rub it in, but the greasy feel doesn't really go away. It works as spf, so I'm willing to use it for long days in the sun when sun protection is a priority, but I wouldn't use this as a daily sunscreen. I really appreciate that it's on the cleaner end for sunscreen, as I'm trying to get away from the more toxic chemical sunscreens. So I'll use this one, but keep looking as well.","Reviewed in the United States on April 14, 2023","4.0 out of 5 stars
Oily, but it works.",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
52,Great product that’s highly rated in the Yuka app for being non-toxic. I would only caution against packing on a hot day or bagging it in a leak proof bag. The sunscreen turns really runny in the heat and leaked in my backpack. The sunscreen returned to a cream-like consistency once it cooled off.,"Reviewed in the United States on June 1, 2023","4.0 out of 5 stars
Great product",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
53,"UPDATE: The product showed up at my door over a week after Amazon claimed that it was ""delivered."" The seller, BellaBi, uses UPS and the issue may be with UPS. My best guess is that it was initially delivered to the wrong address, then brought to the correct address by a good samaritan. (NOT due to any remedy from seller or UPS). Although I am satisfied to ultimately get this excellent product, I was *not* satisfied by the lengthy, complicated, and off-putting process that both UPS and seller BellaBi had for delivery issues. It should not have been difficult to get a refund or replacement due to their error in delivery.I ordered from seller BellaBi, and the product never arrived. Amazon claims the package was delivered, but it is nowhere to be seen!I have purchased from other sellers in the past without this problem; the product itself is great and I use it specifically to protect my tattoos and keep them looking good. I will gladly add stars if the delivery issue is ever addressed.","Reviewed in the United States on June 19, 2023","3.0 out of 5 stars
Good product, but be careful which seller you buy from",3.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
54,"Love that it’s not greasy, or sticky, and it doesnt Leave a white film or smell like fragrance or chemicals. It’s just perfect!! And definitely protective enough for the miami holiday heat. 10/10 recommend","Reviewed in the United States on August 25, 2023","5.0 out of 5 stars
Such a great sunscreen!",5.0 out of 5 stars,Size: 4.00 Fl Oz (Pack of 2)
55,I am not pleased with the two-pack of sunscreen I received as it expires 6 weeks after purchase.  There’s no way I can use it all by November or even the end of the year so I am returning.,"Reviewed in the United States on September 26, 2023","3.0 out of 5 stars
Expires soon",3.0 out of 5 stars,Size: 4.00 Fl Oz (Pack of 2)
56,"First of all, no white cast which is nice but full disclosure I am pretty light skinned to begin with. Runs in nicely and feels good on skin, but OMG every time I use it my skin feels sooo parched and dry at the end of the day. I took it in a trip to the beach where only mineral sunscreens are allowed and by the end of the week my skin was flaking off and I felt so dry everywhere. I thought it was just the salt water and air at first but a year later I used it for a day at the lake and by the evening same thing! It doesn’t seem to do this to my husband and son who have oiler complexions, but I also feel like it rubs off fairly easily and we all still ended up with minor sunburns even with reapplication.","Reviewed in the United States on July 18, 2023","3.0 out of 5 stars
No white cast but DRYING",3.0 out of 5 stars,Size: 4.00 Fl Oz (Pack of 2)
57,I think I’m allergic to it because I broke out with hives but I’m allergic to a lot of things. My baby was fine with it,"Reviewed in the United States on June 15, 2023","4.0 out of 5 stars
Good for baby but not mama",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
58,"This sunscreen was recommended by a coworker for my méxico trip, I wanted a good quality sunscreen with “clean” ingredients that wouldn’t dry or irritate my skin that can be sensitive at times. This does not leave a white film on your skin, spreads easily, and works very well.The only thing I wish i would have known is that this sunscreen is removed with water. So it wasn’t ideal in the 80+ degree weather when i sweat quite a bit and we will be in and out of the ocean and pool. It was partially my fault for not reading the fine print prior to purchasing.This sunscreen works great for sensitive skin, works well aside from it comes right off with water and sweat.","Reviewed in the United States on February 15, 2023","4.0 out of 5 stars
Great Sunscreen but Not Waterproof",4.0 out of 5 stars,Size: 4.00 Fl Oz (Pack of 3)
59,"Really sticky from my experience. My skin felt and looked oily and shiny. It does separate, so you need to shake it, didn't see that on the bottle but reading the description again on here, it is normal. Customer service was really nice when I reviewed the first time.","Reviewed in the United States on May 26, 2023","4.0 out of 5 stars
Sticky",4.0 out of 5 stars,Size: 4 Fl Oz (Pack of 1)
60,"This is a great sunscreen. Good protection and recommended by my esthetician, BUT it’s really tough to rub in. As in, if my kids try to do it themselves, they look like ghosts all morning. I’ll keep using it for me because I can more easily control how much I use and it doesn’t cause breakouts, but there are definitely easier products to apply. It also caused some dry patches on my sons face - he’s got pretty sensitive skin - so maybe not a fit for all.","Reviewed in the United States on September 29, 2023","4.0 out of 5 stars
Good coverage, but hard to apply.",4.0 out of 5 stars,Size: 2.5 Fl Oz (Pack of 1)
61,Mi piel está más suave y me protege del sol más que otros productos costosos que compré en el pasado este me deja la piel suave y resca 👍,"Reviewed in the United States on October 6, 2023","4.0 out of 5 stars
Excente!!!",4.0 out of 5 stars,Size: 2.5 Fl Oz (Pack of 1)
62,"this will leave your face white, almost like micheal jackson. it goes on clear and slowly you get whiter & whiter but other than that i like it i’ve only used it once so far! i’ll edit this if anything changes","Reviewed in the United States on September 22, 2023","4.0 out of 5 stars
beware white face",4.0 out of 5 stars,Size: 2.5 Fl Oz (Pack of 1)
63,"I made the mistake of buying this one for my face as opposed to their other more dedicated brands. So next time I’ll probably go with their face specific ones.This one is really noticeable on dark skin. You’ll look like a ghost when applied to the face.Great stuff otherwise, none greasy and doesn’t run into eyes while running.Really strong zinc smell. It smells like Pennie’s under my nose whenever I wear it.","Reviewed in the United States on August 19, 2023","4.0 out of 5 stars
Noticeable on dark skin.",4.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
64,"Good sun protection cream. I never use this high of SPF normally, but with age, have been feeling my skin become more sensitive to long periods in the sun. Thought this was not bad for the price point, especially for this brand, CeraVe, which I found recently for moisturizers and really like. I will say that it is not super easy to put on, and it is visible as a white film/layer on the skin, especially if you have a darker skin tone. Otherwise, it does the job of protecting my skin under high heat well. No issues yet!","Reviewed in the United States on July 27, 2023","4.0 out of 5 stars
Good sun protector but leaves white residue if you dislike that",4.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
65,"There must be a lot of zinc in this. It works great, but it’s hard to rub in and not stay ghostly white. :-)","Reviewed in the United States on September 9, 2023","4.0 out of 5 stars
Works great but turns your white",4.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
66,It leaves too much of a whit cast when you put it on. I look pale. But at least it does it’s job.,"Reviewed in the United States on September 8, 2023","4.0 out of 5 stars
The white cast",4.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
67,"I am using product for sun protection.  It has zinc oxide, which was a requirement for complete protection.  I will order more soon.","Reviewed in the United States on October 22, 2023","5.0 out of 5 stars
It has zinc oxide!",5.0 out of 5 stars,Size: 2.5 Fl Oz (Pack of 2)
68,This tinted sunblock is excellent! It smoothes out skin without giving the appearance of any makeup at all! It is also extremely effective against the sun’s rays. I haven’t had any sunburn this entire summer.  Even a modest layer in the morning protects my skin even 8 hours after application!  LOVE THIS STUFF!,"Reviewed in the United States on October 4, 2023","5.0 out of 5 stars
Makes you look gorgeous in photos!",5.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
69,I live in the sub tropics and my hubby has had a bout of skin cancer so I’m particular about sunscreen.  I usually don’t prefer mineral based ones as they tend to break my face out but this one does not.  The tinted versions appearance out of the tube is dark but it absorbs much lighter and leaves a light glow to your face.  The regular is white and dries clear. Lasts all day because I can see it on my face cloth when I wash my face at night.  Also works well with powdered foundation.,"Reviewed in the United States on June 29, 2023","4.0 out of 5 stars
Good for daily wear",4.0 out of 5 stars,Size: 2.5 Fl Oz (Pack of 1)
70,"Is an excellent product when it comes to sunscreens you have two choices: buy regular brands such as banana boat, Coppertone, Hawaiian Tropic or store brands that have the ingredient Avobenzone that will stain your clothing after you sweat. Also these stains DO NOT come out of your clothing by the way! Your second choice is buying this sunscreen that does not have avobenzone. The good news with this product you will not have stained clothing BUT this sunscreen does not blend into your skin very well. In fact wherever you apply it, your gonna look like you put sour cream all over your skin. It goes on nice and smooth but it doesn’t blend into your skin.Take a look at the photo of my arm, notice how white and creamy my skin looks as compared to my hand). As long as your okay with creamy white looking skin it’s a great product. No more stained clothes! Just make sure you re apply every two hours if your outside all day.","Reviewed in the United States on May 14, 2023","4.0 out of 5 stars
When it comes to sunscreen you have two choices….",4.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
71,"I love CeraVe products.  Great moisturizing, easy to apply and reef safe.","Reviewed in the United States on October 23, 2023","5.0 out of 5 stars
Reef Safe",5.0 out of 5 stars,Size: 2.5 Fl Oz (Pack of 1)
72,"This product spreads easily.  It does leave a white film which takes a while to disappear but it's worth the price. As a family, we have sensitive skin and this was a great product for all of us.","Reviewed in the United States on August 11, 2023","4.0 out of 5 stars
Great SPF coverage",4.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
73,Great price. Excellent product,"Reviewed in the United States on October 28, 2023","5.0 out of 5 stars
Sun block",5.0 out of 5 stars,Size: 2.5 Fl Oz (Pack of 2)
74,"My skin is not sensitive but my eyes are very sensitive to anything with a strong scent, hence usual sunblock often burns my eyes. This is amazing, light weight, does not burn my eyes at all, no strong scent. HOWEVER gives an obvious white cast! My coworkers automatically noticed and asked if I was wearing sunblock. This is not problematic if you use a little foundation, but I don't often wear makeup so.... keep that in mind","Reviewed in the United States on September 11, 2023","5.0 out of 5 stars
very lightweight and moisturizing",5.0 out of 5 stars,Size: 2.5 Fl Oz (Pack of 1)
75,"Didn’t get to use to often,  as a very hot summer.  When I did use it, the white stayed on my face,  arms  and legs; so I know it was protecting me from sun.","Reviewed in the United States on August 1, 2023","4.0 out of 5 stars
Recommended a Chemo patient",4.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
76,"Oh my gosh this sunscreen!  Where to start?  I got this sunscreen because of a recommendation from a dermatologist on YouTube I follow.  I was excited until I realized her recommendation must have been for an older version with 'Invisible Zinc'.The white face on this product is coocoo bananas INSANE!  I thought I might be able to pull it off by being a geisha or something but this product spreads very unevenly and starts to drag and ball up if you continue trying to rub it in after its dried.  It dries very quickly and very matte, so I guess that's a plus?  But the matte is more like liquid chalk that's dried on your face.I had applied this product before attempting to leave the house in my slightly darkened bedroom.  Ok, I looked a bit paler than usual but I thought maybe it could work in a 18th century lady sort of way?  I checked myself briefly in the bathroom mirror before leaving, thankfully, and decided staying in and washing my face would be more advantageous.  My skin not only looked very very white but the product was patchy with what looked like some areas of bare skin showing, uneven, and all over looked hideous making me look ill.  It was also treacherous to cover with tinted sunscreen.  This only spread the uneven white stuff around, but it didn't mix in with the tinted sunscreen, causing me to look as afflicted as ever with offending skin disease.The chalky, quickly drying product also settled into any and all facial creases making me not only look diseased but old and decrepit.Even though it has CeraVe's normally winning formula of ceramides and such this actual felt pretty drying.  My lips felt super dry after applying this.  Like I had walked through a snow storm and licked my lips the entire time and didn't drink any water dry, even though it has all that normally really good stuff from CeraVe in it.I also used it on my hands but I don't think I used anywhere near the appropriate amount of product to obtain the SPF because after putting it on my face I was worried how it would act elsewhere.  It wasn't too bad on my hands though it was still very white.  At least on my hands it kind of soaked in after it dried.  So even though my hands were really pale they didn't look abnormal.  It still highlighted every minute ridge on my hands though which meant I left my chalky chalk chalk fingerprints ON EVERYTHING!!I DO NOT RECOMMEND buying this product.  I love CeraVe but this sunscreen is either crazy or I don't know how to apply sunscreen.  Please do not buy it.I wish I could return it but it wouldn't be worth it to return through Amazon and there isn't a store I can return it without a receipt.  Oh well.Please don't buy!Edit- (Jan2020)Still working through the sunscreen and have some updates.  It is actually a good sunscreen at providing protection from the sun.  There is the huge caveat of the outrageous white cast however.If you try to rub the sunscreen in it will just get pasty and leave huge exposed areas and look really uneven.  However, I have found if I put it on and let it dry completely, like 15/20mins, I can then come in with a towel and rub off the outside cast layer.I look normal again and don't seem to get burnt so I guess it's working.Tl;dr- not as bad as I initially thought but definitely wouldn't buy again.  I'm looking forward to the new tinted sunscreen though","Reviewed in the United States on June 18, 2019","3.0 out of 5 stars
Terrible white face as well as uneven spread.  You will look like you have a skin disease.",3.0 out of 5 stars,Size: 73ml (Pack of 2)
77,"Really good, thick, sun protection. Recommended by my dermatologist.","Reviewed in the United States on October 18, 2023","5.0 out of 5 stars
Very good",5.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
78,"I wore this sunscreen at a basketball tournament all day, I did not reapply. I did not get burned at all where it was placed. This has never happened, I’m so white I glow. Also my skin is extremely sensitive, im allergic to most sunscreen as I will break out into hives wherever it’s placed. I did not have any reaction to this sunscreen, im very pleased with the results. However, it is very pasty and thick. It took forever to rub it in so I didn’t have any white spots. Also, it left May skin a lighter color because of the pastiness.","Reviewed in the United States on May 29, 2023","4.0 out of 5 stars
Excellent coverage but pasty",4.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
79,This went on smoothly and will be easy to use daily.,"Reviewed in the United States on October 14, 2023","5.0 out of 5 stars
Blends in easily. No chalky look.",5.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
80,"Spread it on damp skin or it will be too thick to blend in, and it will be very opaque.  Also smells weird initially, but then fades to odorless. Not my favorite mineral sunscreen so far, though I like Cera Ve products in general.","Reviewed in the United States on July 3, 2023","4.0 out of 5 stars
Mineral sunscreen issues",4.0 out of 5 stars,Size: 2.5 Fl Oz (Pack of 1)
81,"This is nice for incidental sun protection. It spreads easily, and does not streak. It's not waterproof, and can be shiny though. Translucent powder,or titanium dioxide powder helps.","Reviewed in the United States on July 19, 2023","4.0 out of 5 stars
The color easily matched my skin",4.0 out of 5 stars,Size: 2.5 Fl Oz (Pack of 1)
82,Goes on too thick hard to run in and leaves skin chalky looking. Needed to get 30 spf,"Reviewed in the United States on July 30, 2023","4.0 out of 5 stars
Good protection",4.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
83,Use it on you face at the beach. But will leave white residue. Use something else on the body. Doesn't blend in well for full body use. But it is chemical free,"Reviewed in the United States on July 14, 2023","4.0 out of 5 stars
Chalky",4.0 out of 5 stars,Size: 2.5 Fl Oz (Pack of 1)
84,"Thinner then most sunblock with minerals, does not usually blend in completely leaving a white cast. But I’d rather have the coverage then go without","Reviewed in the United States on July 18, 2023","4.0 out of 5 stars
Respected brand",4.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
85,"I no longer use this sunscreen bc of the horrible white cast it leaves, and how it pills into my hairline making it look like I have dandruff.If white cast doesn’t bother you than this is a good sunscreen.  The consistency is good and it is moisturizing and wears well under makeup","Reviewed in the United States on September 30, 2023","3.0 out of 5 stars
Good not great",3.0 out of 5 stars,Size: 2.5 Fl Oz (Pack of 1)
86,You don’t have to use much of this product. I find it doesn’t leave a white cast as long as you don’t use an excessive amount and rub it into your skin. Definitely want to try this tinted!,"Reviewed in the United States on June 27, 2023","4.0 out of 5 stars
Little goes a long way",4.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
87,"La crema es buena para proteger y humectar, pero al aplicar es muy densa y lo peor es que deja la cara pintada de blanco, parece un payaso.","Reviewed in the United States on October 9, 2023","3.0 out of 5 stars
Es difícil de aplicar y deja blanca la cara",3.0 out of 5 stars,Size: 2.5 Fl Oz (Pack of 1)
88,"This is a great product, although it’s very heavy and leaves your face completely white. If you’re looking for protection is good!","Reviewed in the United States on July 7, 2023","4.0 out of 5 stars
It’s heavy",4.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
89,I ordered this not realizing it was body and have been using it on my face and I love it! It works great and doesn’t break my skin out.,"Reviewed in the United States on September 20, 2023","5.0 out of 5 stars
Great Sunscreen",5.0 out of 5 stars,Size: 5 Fl Oz (Pack of 1)
